CBG10375.1	708,987	795,1032
CBG21592.1	2148126,2148907,2148941,2149372	2148171,2148909,2149001,2149416
CBG21593.1	2150174	2150311
CBG21596.1	2154036,2154453,2155250,2155375	2154154,2154501,2155299,2155376
CBG21597.1	2156282,2156418,2156859,2157580	2156327,2156605,2156912,2158101
CBG21599.1	2169934,2170838	2169977,2171119
CBG21600.1	2172220,2173021,2173623	2172278,2173369,2173668
CBG21601.1	2175864,2176852,2177211	2176127,2176987,2177268
CBG21603.1	2186544,2187394	2186633,2187545
CBG21605.1	2190779,2191631,2191948	2190888,2191700,2191995
CBG21606.1	2194661,2195522,2196207,2196493	2194743,2195938,2196330,2196533
CBG21608.1	2199093,2201477,2202311	2200965,2202235,2202357
CBG21609.1	2203691,2205156,2206428,2207434,2208279	2204320,2205885,2206631,2208064,2208324
CBG21612.1	2214956	2215054
CBG21613.1	2218040,2218191,2218436	2218086,2218236,2218485
CBG21614.1	2226269,2226664,2227071,2227973,2231001	2226315,2226710,2227418,2230247,2231067
CBG21615.1	2231783,2232993,2233214,2233390,2233628,2234047,2234281,2234863,2235823	2232944,2233093,2233260,2233441,2233677,2234097,2234328,2234910,2235870
CBG21616.1	2239838	2239885
CBG21617.1	2242340,2242672,2243177	2242396,2242732,2243215
CBG21618.1	2248936,2249962	2248983,2250008
CBG21619.1	2252408,2252747	2252533,2252877
CBG21622.1	2254946,2255132,2255314	2254988,2255182,2255356
CBG21624.1	2261409,2261700,2262621,2262862,2263079,2263415,2263737,2264001,2265223,2266083,2266585,2267620,2268074,2268315,2269046,2269581	2261608,2262494,2262665,2262955,2263262,2263500,2263926,2264589,2265671,2266125,2267525,2267742,2268136,2268788,2269114,2269990
CBG21625a.1	2270422,2271136,2271819,2272439,2272903,2273081,2275350	2270879,2271278,2272076,2272519,2272948,2275194,2275520
CBG21625b.1	2270422,2271136,2271819,2272439,2272903,2273081	2270879,2271278,2272076,2272519,2272948,2274173
CBG21626.1	2287229,2287446,2288403,2288555,2289989,2290260	2287355,2288086,2288457,2289875,2290168,2291475
CBG21627a.1	2296825	2297002
CBG21627b.1	2296825,2297180	2297002,2297305
CBG21629.1	2302813,2303140,2303583,2305454,2305677	2302986,2303186,2305225,2305523,2306304
CBG21630a.1	2311967,2312122,2312270,2314418,2314672,2315694,2316141	2312016,2312169,2314206,2314531,2315571,2315814,2318166
CBG21630b.1	2311967,2312122,2312270,2314418,2314672,2315694,2316141	2312016,2312169,2314206,2314531,2315571,2315814,2317697
CBG21632.1	2328039,2329283,2329452	2329115,2329330,2329550
CBG21633.1	2330984,2331700,2332038	2331623,2331817,2332221
CBG21643a.1	4890411	4890578
CBG21643b.1	4890423	4890578
CBG21644a.1	4891424,4891669,4892255,4893144,4895388,4895551,4895817,4896035,4896656,4897592,4899214,4900544	4891570,4892032,4892719,4893201,4895441,4895599,4895875,4896481,4896747,4898451,4899997,4900609
CBG21644b.1	4891424,4891669,4892255,4893144,4895388,4895551,4895817,4896035,4896656,4897592,4899214	4891570,4892032,4892719,4893201,4895426,4895599,4895857,4896475,4896747,4898451,4899997
CBG21644c.1	4891424,4891669,4892255,4893144,4895388,4895551,4895817,4896035,4896656,4897592,4899214,4900544	4891570,4892032,4892719,4893201,4895426,4895599,4895875,4896481,4896747,4898451,4899997,4900609
CBG21644d.1	4891424,4891669,4892255,4893144,4895388,4895551,4895817,4896035,4896656,4897592,4899214	4891570,4892032,4892719,4893201,4895441,4895599,4895857,4896475,4896747,4898451,4899997
CBG21650.1	4922997,4923104,4923261,4924187,4924300,4924501,4924688,4927484,4927644,4927897	4923046,4923168,4924086,4924227,4924347,4924546,4927268,4927525,4927686,4929227
CBG21656.1	4947417,4955560,4955726,4956810,4957328,4960894,4961150	4955483,4955649,4956706,4957241,4960762,4961051,4961200
CBG21657.1	4962062,4963052	4962232,4963100
CBG21659.1	4966646	4966727
CBG21660.1	4970708	4971611
CBG21661a.1	4981618,4982150,4982559,4982777,4983023,4984226	4982063,4982203,4982637,4982903,4984111,4984287
CBG21661b.1	4981615,4982150,4982559,4982777,4983023,4984226	4982060,4982203,4982637,4982903,4984111,4984287
CBG21662.1	4977087,4978652,4980669,4984674,4984827,4986730,4987145,4991621,4992135,4992775,4993042,4993737,4994758,4995752,4999224	4978560,4980578,4984516,4984720,4986616,4986896,4991080,4991976,4992705,4992819,4993454,4994615,4995614,4999190,4999225
CBG21663.1	5000194,5000312	5000242,5000358
CBG21664.1	5001861,5002086	5001901,5002134
CBG21665.1	5004239,5004556,5004765,5004909,5005027	5004285,5004600,5004807,5004957,5005070
CBG21666.1	5013205,5013745,5014478,5014876,5016017,5016210	5013255,5013794,5014523,5014921,5016080,5016339
CBG21668.1	5017372,5017801,5017941,5018097,5028353,5028591,5029467,5029585,5029720,5029935,5031936	5017691,5017842,5017994,5028266,5028400,5029380,5029508,5029630,5029846,5031780,5032064
CBG21670.1	5038913,5039940,5040200,5040857	5039719,5040116,5040242,5040905
CBG21671.1	5041282,5043769,5044342	5043655,5044191,5044392
CBG21673.1	5057534,5059736,5060175	5059576,5059964,5060915
CBG21674.1	5061506,5062146,5065556	5061920,5065441,5066315
CBG21676.1	5066734,5068140,5068509,5069124,5070606,5071520	5067079,5068185,5068734,5070491,5071256,5071562
CBG21677.1	5073453,5074280,5075651	5074120,5075440,5075802
CBG21678.1	5078675,5082590	5082430,5082634
CBG21679.1	5086712,5088039,5088288	5087879,5088083,5088446
CBG21681.1	5091096	5091184
CBG21682.1	5092485,5093731,5093982	5093571,5093771,5094080
CBG21683.1	5096166,5096570,5096852,5098763,5099413,5100299	5096392,5096718,5098499,5098959,5100065,5100418
CBG21684.1	5100753,5100942,5101717,5101879,5101994,5102137,5102342	5100798,5101597,5101760,5101925,5102036,5102176,5102382
CBG21689a.1	4844736,4845601,4847479,4849285,4850107,4850672,4851262,4851539,4852206,4852891,4853290,4859456,4859695,4860921,4862401,4863664,4865046,4865236,4866073,4866369,4867107,4867562,4867940,4869052	4844885,4846301,4848108,4850041,4850560,4851207,4851305,4851586,4852321,4853164,4859279,4859602,4860815,4862226,4863507,4864686,4865090,4865952,4866269,4867099,4867108,4867617,4868952,4869100
CBG21689b.1	4844736,4845601,4847479,4849285,4850107,4850672,4851262,4851539,4852206,4852891,4853290,4859456,4859695,4860921,4862401	4844885,4846301,4848108,4850041,4850560,4851207,4851305,4851586,4852321,4853164,4859279,4859602,4860815,4862226,4863144
CBG21689c.1	4844736,4845601,4847479,4849285,4850107,4850672,4851262,4851539,4852206,4852891,4853290,4859456,4859695,4860921,4862401,4863664,4865046,4865236,4866369,4867107,4867562,4867940,4869052	4844885,4846301,4848108,4850041,4850560,4851207,4851305,4851586,4852321,4853164,4859279,4859602,4860815,4862226,4863507,4864686,4865090,4866269,4867099,4867108,4867617,4868952,4869100
CBG21689d.1	4844736,4845601,4847479,4849285,4850107,4850672,4851262,4851539,4852206,4852891,4853290	4844885,4846301,4848108,4850041,4850560,4851207,4851305,4851586,4852321,4853164,4854589
CBG21692.1	4842226,4843464,4843488,4843703,4843847	4843386,4843465,4843532,4843745,4843890
CBG21693.1	4840074,4840614,4840815,4841439	4840129,4840657,4841284,4841518
CBG21694.1	4838847,4839050	4838892,4839109
CBG21695.1	4830596,4830872,4831068	4830653,4830923,4838142
CBG21696.1	4827676,4828099,4828235,4828560	4827720,4828141,4828495,4828610
CBG21698.1	4822608,4823961,4824112,4824227,4824371,4824787	4823896,4824005,4824166,4824272,4824664,4825215
CBG21700.1	4819410,4820085	4819499,4820129
CBG21701.1	4814381,4814706	4814434,4814753
CBG21702.1	4812739,4812903	4812782,4813268
CBG21703.1	4811747,4811879	4811819,4811925
CBG21704.1	4809669,4809747,4809753,4809812,4809959,4810186,4810340	4809714,4809748,4809753,4809868,4810021,4810229,4811218
CBG21705a.1	4805683,4806040	4805951,4806368
CBG21705a.2	4805683,4806040,4806796	4805951,4806368,4806837
CBG21705b.1	4806040	4806368
CBG21705b.2	4806040,4806796	4806368,4806837
CBG21706.1	4803695,4803880,4804043	4803753,4803923,4804087
CBG21707.1	4802017,4802911	4802067,4802957
CBG21708.1	4801275,4801433	4801331,4801481
CBG21709.1	4792783,4792931,4793120,4793277,4793941	4792830,4792987,4793168,4793814,4794387
CBG21710.1	4792069,4792187	4792120,4792240
CBG21711.1	4791219,4791338	4791271,4791389
CBG21712.1	4789381,4789812,4790110	4789428,4789887,4790155
CBG21713a.1	4787689,4787932	4787733,4787985
CBG21713b.1	4787689,4787944	4787733,4787985
CBG21715.1	4778906,4779103,4780270,4781123,4782788,4783395,4784687,4785030	4778952,4779308,4780561,4781774,4782833,4784291,4784950,4785074
CBG21716.1	4776348,4776768,4778159	4776449,4777563,4778209
CBG21717.1	4769894,4770782,4770926,4772519,4773970,4774661,4775136	4770667,4770827,4772277,4773774,4774428,4774924,4775834
CBG21718.1	4751986,4752819,4752983,4754530,4754848,4756120,4757088,4757730,4758280,4758554,4760536,4761381,4761653,4762533,4763027,4763271,4763713,4763849,4764130,4764605,4764865,4765652,4765862,4766065,4766352,4766515,4767673	4752702,4752871,4754403,4754574,4755946,4756799,4757536,4758159,4758471,4760336,4761247,4761553,4762425,4762901,4763178,4763492,4763756,4764028,4764366,4764790,4765461,4765750,4765906,4766110,4766436,4767244,4769311
CBG21719.1	4750133,4750298	4750183,4751455
CBG21720.1	4747070,4747763,4748148	4747564,4748006,4748887
CBG21722.1	4736839,4737021,4737209,4737441,4737602,4737937	4736892,4737066,4737258,4737483,4737648,4737989
CBG21723.1	4732246,4733481,4733960,4734119,4735164,4735834,4735998,4736192,4736315	4733376,4733524,4734009,4734729,4735690,4735879,4736047,4736247,4736379
CBG21724.1	4729823,4730390	4729869,4731450
CBG21725.1	4725701,4727168,4728056,4728259,4728836,4729456	4726549,4727215,4728129,4728634,4729421,4729506
CBG21725.2	4725701,4727168,4728056,4728259,4728895,4729456	4726549,4727215,4728129,4728634,4728936,4729498
CBG21725.3	4725701,4727168,4728056,4728259,4728895	4726549,4727215,4728129,4728634,4728936
CBG21726.1	4715858,4716163,4717376,4717565,4717752,4717952,4719007,4719187,4720247,4721737,4721986	4715972,4717258,4717465,4717608,4717795,4718915,4719058,4720018,4721587,4721782,4723096
CBG21727.1	4713129,4713694,4714053,4714198,4714708	4713170,4713749,4714111,4714534,4714751
CBG21730.1	4669002,4669697,4669824,4670123,4670570	4669503,4669742,4669874,4670163,4670873
CBG21731.1	4658486,4658968,4659308,4663751,4664105,4664967,4665626,4665762,4665924	4658874,4659013,4663635,4663793,4664683,4665539,4665669,4665806,4665979
CBG21733.1	4646643,4646836,4648470,4650015,4650219,4651237	4646689,4648187,4649861,4650059,4651092,4651424
CBG21734a.1	4633848,4634027,4634735,4635093,4635886,4636312,4636850,4637296,4639622,4641020,4641846,4642583,4643025,4643248,4643782	4633889,4634317,4634777,4635649,4635931,4636357,4636951,4639519,4640860,4641383,4642422,4642826,4643072,4643551,4643843
CBG21734b.1	4633848,4634027,4634735,4635093,4635886,4636318,4636850,4637296,4639622,4641020,4641846,4642583,4643025,4643248,4643782	4633889,4634317,4634777,4635649,4635931,4636357,4636951,4639519,4640860,4641383,4642422,4642826,4643072,4643551,4643843
CBG21736.1	4628440,4631560,4631777,4631966,4632230	4631407,4631608,4631824,4632012,4632276
CBG21737a.1	4619184,4619872,4621262,4621579,4623660	4619461,4620930,4621365,4623548,4623746
CBG21737b.1	4619184,4619872,4621262,4621579,4623660	4619461,4620930,4621365,4623548,4627353
CBG21737c.1	4619184,4619872,4621262,4621579	4619461,4620930,4621365,4623548
CBG21738.1	4599712,4601548,4602012,4602451,4602999,4603606,4603945,4604252,4608944,4610390	4601451,4601645,4602206,4602738,4603410,4603764,4603992,4608854,4610303,4613003
CBG21739.1	4598038,4598576	4598350,4598645
CBG21740.1	4592995,4594135,4594796	4593976,4594599,4595022
CBG21741.1	4586227,4587571,4588531,4591471	4587508,4587795,4591246,4592391
CBG21743.1	4571485,4571582,4572692,4573193,4573376	4571486,4572458,4573041,4573250,4573478
CBG21746.1	4551837,4553338,4554116,4555278,4555513,4555582,4556836,4557034,4557235,4557422	4553209,4553978,4555164,4555455,4555514,4556703,4556933,4557084,4557283,4559418
CBG21747.1	4544938,4545792,4546080,4546985,4547121,4547481,4547987	4545630,4545943,4546893,4547038,4547392,4547780,4548214
CBG21749.1	4529652,4529978,4532480,4532776	4529898,4532322,4532573,4533407
CBG21751.1	4520443,4522170	4521975,4522311
CBG21752.1	4518639,4519660	4519449,4519807
CBG21753.1	4513508,4514504	4514272,4514552
CBG21754.1	4505489,4506006,4506259,4506840,4507588	4505810,4506051,4506744,4506882,4507635
CBG21755.1	4503778,4504258	4503966,4504625
CBG21756.1	4475298,4475497,4476902,4477077,4477188,4477593,4479888,4480749,4481787	4475347,4476785,4476944,4477122,4477235,4479663,4480682,4481701,4482464
CBG21757a.1	4464877,4465133,4465521,4465678,4466884,4468425,4468834,4470031,4470154,4470753,4471181,4472194	4465033,4465433,4465561,4466169,4468278,4468591,4469920,4470074,4470641,4471015,4471906,4473239
CBG21757b.1	4464877,4465133,4465521,4465678,4466884,4468425,4468834,4470031,4470154,4470753,4471181,4472194	4465033,4465433,4465561,4466169,4468278,4468591,4469920,4470074,4470641,4471015,4471906,4473281
CBG21758a.1	4451587,4452625,4453256	4452180,4453069,4453302
CBG21758b.1	4451587,4452625,4453256,4453540	4452180,4453069,4453302,4453586
CBG21759.1	4447923,4448091,4448354,4448893,4449648,4449792	4447967,4448136,4448401,4449527,4449694,4450439
CBG21760a.1	4440532,4440880,4441202,4441458,4441820,4441975,4442517,4443112,4445802,4446039,4446648,4447208	4440573,4440922,4441247,4441498,4441875,4442213,4442745,4445525,4445855,4446403,4446773,4447258
CBG21760b.1	4440532,4440880,4441202,4441458,4441820	4440573,4440922,4441247,4441498,4441875
CBG21763.1	4425495,4430148	4429917,4433287
CBG21764.1	4423652,4423821,4424061,4424230	4423706,4423869,4424113,4424798
CBG21766a.1	4420355,4420483,4420641,4420941	4420425,4420535,4420779,4422106
CBG21766b.1	4420355,4420641,4420941	4420535,4420779,4422106
CBG21767.1	4419722	4419796
CBG21768.1	4398521,4398547,4399593,4399945,4400289,4400645,4417632,4417874	4398522,4399351,4399816,4400041,4400537,4417147,4417687,4417922
CBG21769.1	4412245,4412365,4412584,4412725,4412874,4413587,4413731,4414095,4414387,4414574,4414954,4415266,4415464	4412290,4412411,4412644,4412771,4413430,4413640,4413995,4414216,4414492,4414741,4415001,4415374,4415732
CBG21770a.1	4411023,4411277,4411521,4411665,4411780	4411070,4411324,4411579,4411705,4411828
CBG21770b.1	4411023,4411277,4411521,4411665,4411786	4411070,4411324,4411579,4411705,4411828
CBG21770c.1	4411023,4411277,4411521,4411665,4411789	4411070,4411324,4411579,4411705,4411828
CBG21771.1	4408940,4409355,4410149,4410282	4409191,4410072,4410196,4410325
CBG21773.1	4395303,4396537,4396875,4397421,4398013	4396325,4396591,4396973,4397922,4398056
CBG21774.1	4391430,4392085,4392689,4393171,4393413,4393686	4391993,4392337,4393091,4393219,4393539,4393738
CBG21775.1	4386963	4387011
CBG21776.1	4331796,4332054	4331841,4332712
CBG21777.1	4376107,4377258	4376425,4378204
CBG21779a.1	4333587,4333986,4337635,4337953,4339401,4339421,4340807,4358636,4360956	4333758,4337424,4337874,4339023,4339401,4340728,4358427,4360875,4361431
CBG21779b.1	4333587,4333986,4337953,4339401,4339421,4340807	4333758,4337874,4339023,4339401,4340728,4351224
CBG21779c.1	4333587,4333932,4337635,4337953,4339401,4339421,4340807	4333758,4337424,4337874,4339023,4339401,4340728,4351224
CBG21779d.1	4333587,4333986,4337635,4337953,4339401,4339421,4340807	4333758,4337424,4337874,4339023,4339401,4340728,4351224
CBG21779e.1	4333587,4333986,4337635,4337953,4339401,4339421,4340807	4333758,4337424,4337874,4339023,4339401,4340728,4345080
CBG21779f.1	4333587,4333986,4337635,4337953,4339401,4339421,4340807	4333758,4337424,4337874,4339023,4339401,4340728,4341889
CBG21781.1	4330539,4330729	4330635,4330886
CBG21782a.1	4325601,4325752,4329357,4329525,4329781	4325651,4329269,4329404,4329683,4329955
CBG21782b.1	4325601,4325752,4329357,4329525,4329781	4325651,4329269,4329437,4329683,4329955
CBG21783.1	4314898,4315305,4316142,4316283,4316512,4317231,4317812,4318370,4318729,4318936,4319739,4321995,4322388,4322679,4323293,4324035,4324418,4325186	4314943,4315946,4316190,4316372,4317033,4317639,4318202,4318569,4318781,4319277,4321880,4322152,4322512,4322997,4323814,4324296,4325069,4330226
CBG21784.1	4312586,4312852	4312636,4313778
CBG21787.1	4302370,4302534	4302424,4302584
CBG21788.1	4296187,4296642,4297006	4296228,4296941,4297049
CBG21789.1	4293240,4293357,4293612,4294702,4295073	4293290,4293407,4294437,4294774,4295264
CBG21790.1	4290541,4290713,4290977,4291263,4291589,4291699,4292057	4290593,4290763,4291025,4291312,4291635,4291743,4292320
CBG21793.1	4275294,4276086,4276514,4277485,4278321	4275604,4276329,4276559,4277543,4279970
CBG21794.1	4270556,4271086,4271354,4272492,4273317	4270604,4271169,4271563,4272539,4273423
CBG21797.1	4253914,4254607,4255531,4257818,4258268	4254148,4255313,4257299,4258112,4258559
CBG21798.1	4242006,4244109,4244586	4243889,4244427,4245806
CBG21799a.1	4225132,4229051,4229577,4230827,4231238,4232822,4234618,4235649,4236123,4236984,4238023,4240017	4228962,4229497,4230741,4230869,4232217,4232877,4234949,4235702,4236536,4237969,4239802,4240586
CBG21799b.1	4225132,4229051,4229577,4230827,4231238,4232822,4234618,4235649,4236123,4236984,4238023,4240017	4228962,4229497,4230741,4230878,4232217,4232877,4234949,4235693,4236536,4237969,4239802,4240593
CBG21799c.1	4225132,4229051,4229577,4230827,4231238,4232822,4234618,4235649,4236123,4238023,4240017	4228962,4229506,4230741,4230878,4232217,4232877,4234949,4235702,4237969,4239802,4240586
CBG22306.1	10181332,10181903,10182035,10182189,10182615,10183512,10183699	10181777,10181947,10182078,10182237,10183367,10183555,10183749
CBG22307.1	10187158,10187668,10187849	10187320,10187740,10189273
CBG22310a.1	10206492,10207014,10207583,10208623,10209122,10209380,10209582,10210667,10211362,10211635,10212004,10212725,10213270,10213487,10214642,10214832,10215044,10215469,10216193,10216458	10206839,10207546,10208470,10208671,10209165,10209426,10210630,10211258,10211403,10211684,10212404,10212770,10213379,10214484,10214689,10214887,10215092,10216058,10216239,10217033
CBG22310b.1	10206492,10207014,10207583,10208623,10209122,10209380,10209582,10210667,10211362,10211635,10212004,10212725,10213270,10213487,10213602,10214642,10214832,10215044,10215469,10216193,10216458	10206839,10207546,10208470,10208671,10209165,10209426,10210630,10211258,10211403,10211684,10212404,10212770,10213379,10213589,10214484,10214689,10214872,10215092,10216058,10216239,10217033
